"code","wildcard","name","description","file_name","link","type",mode_play,"sub_link","image",view,play,vote,author_id,"publish_at"
NULL,"avst","Ai Ve Song Tuong",NULL,"623.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"avst","Ai Ve Song Tuong",NULL,"624.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"avst","Ai Ve Song Tuong",NULL,"633.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"avvt","Ai Ve Voi Toi",NULL,"24934.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ava","Ai Vi Ai",NULL,"625.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"avxn","Ai Vo Xu Nghe",NULL,"626.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aykkvy","Ai Yeu Khong Kho Vi Yeu",NULL,"627.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aykkvy","Ai yêu không khổ vì yêu",NULL,"399.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ayte","Ai Yeu Thuong Em",NULL,"628.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ayte","Ai yêu thương em",NULL,"398.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Alibaba",NULL,"24935.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ar","Alibaba (Remix)",NULL,"629.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Aline",NULL,"630.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aatb","All About The Bass",NULL,"631.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aom","All Of Me",NULL,"634.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aon","All Or Nothing",NULL,"1569.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atia","All That I Am",NULL,"1570.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"att","All This Time",NULL,"1571.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"awl","All Was Lost",NULL,"1572.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"awl","All Was Lost",NULL,"1573.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Alleluia",NULL,"23196.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adc","Almost Doesn't Count",NULL,"1574.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aan","Alone Again & Naturally",NULL,"1575.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"as","Alphabet Song",NULL,"23197.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Alright",NULL,"5727.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abmb","Always Be My Baby",NULL,"5728.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abt","Always Be There",NULL,"5729.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Am",NULL,"5730.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aa","Am Ap",NULL,"5731.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adcb","Am Duong Cach Biet",NULL,"5732.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adcb","Am Duong Cach Biet",NULL,"5733.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adxc","Am Duong Xa Cach",NULL,"5734.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ancb","Am Nhac Cho Ban",NULL,"271.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"at","Am Tham",NULL,"5735.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atqb","Am Tinh Que Bac",NULL,"23198.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"am","Amore Mio",NULL,"23199.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acmntb","An Cha Me Nhu Troi Bien",NULL,"23200.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ah","An Han",NULL,"5736.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ah","An Han",NULL,"5737.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ahr","An Han (Remix)",NULL,"318.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"an","An Nan",NULL,"5738.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"an","An Nan",NULL,"5739.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"an","An Nan",NULL,"5740.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"an","Ăn năn",NULL,"401.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"anmm","An Nan Muon Mang",NULL,"5741.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"anmm","An Nan Muon Mang",NULL,"5742.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"anmm","Ăn năn muộn màng",NULL,"400.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atdm","An Tinh Danh Mat",NULL,"5743.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atdt","An Tinh Dem Thanh",NULL,"5744.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atkp","Ân tình khó phai",NULL,"1.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atmm","An Tinh Mong Manh",NULL,"635.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atmm","An Tinh Mong Manh",NULL,"5745.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atmm","An Tinh Mong Manh",NULL,"5746.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atmm","An Tinh Mong Manh",NULL,"5747.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atmm","An Tinh Mong Manh",NULL,"5910.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atmm","An Tinh Mong Manh",NULL,"5911.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atmm","An Tinh Mong Manh",NULL,"5912.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atmm","An Tinh Mong Manh",NULL,"5913.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atpp","An Tinh Phoi Pha",NULL,"5914.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"atxn","An Tinh Xu Nghe",NULL,"5915.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ailys","And I Love You So",NULL,"6445.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aiyns","And If You Need Somebody",NULL,"6446.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"amb","Ang May Buon",NULL,"5974.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Angel",NULL,"296.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Angel",NULL,"5975.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Angel",NULL,"5976.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Angel",NULL,"5977.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Angel",NULL,"5978.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ac","Angels Cry",NULL,"5979.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Anh",NULL,"636.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Anh",NULL,"5980.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Anh",NULL,"5994.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"a","Anh",NULL,"5995.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abct","Anh Ba Chi Tu",NULL,"5996.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abhtcsbr","Anh Ba Hu Tieu & Co Sau Bun Rieu",NULL,"5997.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abh","Anh Ba Hung",NULL,"5998.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abk","Anh Ba Khia",NULL,"6000.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abkr","Anh Ba Khia (Remix)",NULL,"5999.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abgd","Anh Bay Gio Dau",NULL,"6001.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ab","Anh Biet",NULL,"6002.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ab","Anh Biet",NULL,"6003.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ab","Anh Biet",NULL,"6004.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abedctv","Anh Biet Em Di Chang Tro Ve",NULL,"6005.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abedctv","Anh Biet Em Di Chang Tro Ve",NULL,"6006.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abka","Anh Biet Khong Anh",NULL,"637.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abet","Anh buồn em thương",NULL,"538.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abtcnevr","Anh Buong Tay Cu Nghi Em Vui (Remix)",NULL,"24936.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"abtrdeddr","Anh Buong Tay Roi Do Em Di Di (Remix)",NULL,"24937.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ac","Anh Can",NULL,"6007.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acce","Anh Can Co Em",NULL,"297.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acce","Anh Can Co Em",NULL,"6008.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ace","Anh Can Em",NULL,"6009.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ace","Anh Can Em",NULL,"6010.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ace","Anh Can Em",NULL,"6011.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ace","Anh Can Em",NULL,"6012.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acen","Anh Can Em Nghe",NULL,"6013.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acentd","Anh Can Em Nhat Tren Doi",NULL,"6015.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acentdr","Anh Can Em Nhat Tren Doi (Remix)",NULL,"6014.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acdn","Anh Chang Da Nghi",NULL,"6016.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acdn","Anh Chang Da Nghi",NULL,"6017.OKF",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acdt","Anh Chang Dep Trai",NULL,"6018.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acnq","Anh Chang Nha Que",NULL,"24938.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acng","Anh Chang Nhat Gan",NULL,"11125.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acrs","Anh Chang Rang Sun",NULL,"6109.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acn","Anh Chap Nhan",NULL,"6110.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acnlnds","Anh Chap Nhan La Nguoi Den Sau",NULL,"6111.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acnlnds","Anh Chap Nhan Lam Nguoi Den Sau",NULL,"6112.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acbcnntek","Anh Chi Biet Cam Nin Nghe Tieng Em Khoc",NULL,"6113.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acbca","Anh Chi Biet Cho Anh",NULL,"6114.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acdnmce","Anh Chi Dam Nha May Cho Em",NULL,"6115.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aclcm","Anh Chi La Con Mua",NULL,"6116.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aclhbcnk","Anh Chi La Hinh Bong Cua Nguoi Khac",NULL,"6117.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aclhbcnk","Anh Chi La hinh Bong Cua Nguoi Khac",NULL,"6118.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aclnety","Anh Chi La Nguoi Em Tung Yeu",NULL,"6119.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aclnetyr","Anh Chi La Nguoi Em Tung Yeu (Remix)",NULL,"24939.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acye","Anh Chi Yeu Em",NULL,"6189.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ac","Anh Cho",NULL,"6152.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ace","Anh Cho Em",NULL,"6154.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ace","Anh Cho Em",NULL,"6155.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ace","Anh Cho Em",NULL,"6156.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acewfy","Anh Cho Em (Wait For You)",NULL,"6153.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6157.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6158.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6159.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6160.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6161.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6162.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6163.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6164.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6165.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6166.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6167.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6168.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6169.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"6170.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acemx","Anh Cho Em Mua Xuan",NULL,"24940.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"act","Anh Chot Thay",NULL,"6171.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acnh","Anh Chua Noi Het",NULL,"6172.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"actq","Anh Chua The Quen",NULL,"6173.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acbk","Anh Co Buon Khong",NULL,"6174.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aclg","Anh Co Loi Gi",NULL,"6175.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acnmr","Anh Co Nghe Mua Roi",NULL,"6176.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acng","Anh Co Nho Gi",NULL,"6190.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acplndot","Anh Co Phai La Nguoi Dan Ong Tot",NULL,"6053.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acqe","Anh Co Quen Em",NULL,"6054.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acvkxv","Anh Co Vui Khi Xuan Ve",NULL,"6055.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acnhk","Anh Con Nho Hue Khong",NULL,"6056.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acne","Anh Con No Em",NULL,"6057.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acne","Anh Con No Em",NULL,"6058.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acne","Anh Con No Em",NULL,"6059.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acne","Anh Con No Em",NULL,"6060.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acne","Anh Con No Em",NULL,"6061.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acne","Anh Con No Em",NULL,"6062.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acte","Anh Con Thuong Em",NULL,"24941.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acye","Anh Con Yeu Em",NULL,"6063.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"acbme","Anh Cu Bo Mac Em",NULL,"6064.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ach","Anh Cu Hen",NULL,"298.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ach","Anh Cu Hen",NULL,"6065.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ach","Anh Cu Hen",NULL,"6191.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"aced","Anh Cuoi Em Dau",NULL,"299.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adby","Anh Da Biet Yeu",NULL,"300.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adcgve","Anh Da Co Gang Vi Em",NULL,"24942.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"add","Anh Da Den",NULL,"6177.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"addbd","Anh Da Den Ben Doi",NULL,"6178.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adhte","Anh Da Hieu Tinh Em",NULL,"6179.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adhte","Anh Da Hieu Tinh Em",NULL,"6180.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adktl","Anh Da Khong That Long",NULL,"6181.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adktnnrd","Anh Da Khong The Ngan Nguoi Ra Di",NULL,"6182.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adkytl","Anh Da Khong Yeu That Long",NULL,"6183.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adlsdg","Anh Da Lam Sai Dieu Gi",NULL,"6184.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adlsdg","Anh Da Lam Sai Dieu Gi",NULL,"6185.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"admtc","Anh Da Mat Tat Ca",NULL,"6186.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adqs","Anh Da Qua Sai",NULL,"6187.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adqvt","Anh Da Qua Vo Tam",NULL,"6188.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adqe","Anh Da Quen Em",NULL,"6192.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adqmt","Anh Da Quen Mua Thu",NULL,"6201.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adqmt","Anh Da Quen Mua Thu",NULL,"6202.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adqmt","Anh Da Quen Mua Thu",NULL,"6203.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adqvcd","Anh đã quen với cô đơn",NULL,"2.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adrd","Anh Da Ra Di",NULL,"6204.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"adrx","Anh Da Roi Xa",NULL,"24943.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ads","Anh Da Sai",NULL,"301.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ads","Anh Da Sai",NULL,"6205.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ads","Anh Da Sai",NULL,"6206.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ads","Anh Da Sai",NULL,"6207.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ads","Anh Da Sai",NULL,"24944.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
